Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number
Fin (shoal draft),Masthead Sloop,7.62 m,7.11 m,2.44 m,22.76 m<sup>2</sup>,0.61 m,"2,087 kg",635 kg,14.21,30.43,161.72,FG,,1973,,Lyle Hess,18.69,1.93,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/la-paz-25/pdf"">PDF</a>",LA PAZ 25,05311.jpg,,Coastal Recreation Inc. (USA),,,Pisces,Diesel,28,76 L,,95 L,,,,,,,
Fin (shoal draft),Masthead Sloop,7.62 m,7.11 m,2.44 m,22.76 m<sup>2</sup>,0.61 m,"2,087 kg",635 kg,14.21,30.43,161.72,FG,,1973,,Lyle Hess,18.69,1.93,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/la-paz-25/pdf"">PDF</a>",LA PAZ 25,05312.jpg,,Coastal Recreation Inc. (USA),,,Pisces,Diesel,28,76 L,,95 L,,,,,,,
Fin with rudder on skeg,Masthead Sloop,11.43 m,9.14 m,3.71 m,59.83 m<sup>2</sup>,1.98 m,"7,217 kg","2,756 kg",16.35,38.18,263.06,FG,,1985,,Sparkman & Stephens,27.34,1.94,1.99,14.90 m,4.60 m,13.08 m,3.90 m,,,34.30 m<sup>2</sup>,25.51 m<sup>2</sup>,16.34,15.60 m,"<a class="""" href=""https://sailboatdata.com/sailboat/lacoste-36/pdf"">PDF</a>",LACOSTE 36,05313.jpg,,Yachting France (FRA),,,,,,,,,,,,,,,
Fin w/spade rudder,Masthead Sloop,12.85 m,10.90 m,3.96 m,73.49 m<sup>2</sup>,2.29 m,"7,502 kg","3,231 kg",19.57,43.08,161.59,FG,,1985,50,Sparkman & Stephens,22.28,2.04,3.54,16.58 m,5.00 m,14.69 m,4.36 m,,,41.44 m<sup>2</sup>,32.02 m<sup>2</sup>,19.56,17.32 m,"<a class="""" href=""https://sailboatdata.com/sailboat/lacoste-42/pdf"">PDF</a>",LACOSTE 42,05314.jpg,,Yachting France (FRA),,1991,Perkins,Diesel,50,159 L,,401 L,,,,,,,
Fin w/spade rudder,Masthead Sloop,12.85 m,10.90 m,3.96 m,73.49 m<sup>2</sup>,2.29 m,"7,502 kg","3,231 kg",19.57,43.08,161.59,FG,,1985,50,Sparkman & Stephens,22.28,2.04,3.54,16.58 m,5.00 m,14.69 m,4.36 m,,,41.44 m<sup>2</sup>,32.02 m<sup>2</sup>,19.56,17.32 m,"<a class="""" href=""https://sailboatdata.com/sailboat/lacoste-42/pdf"">PDF</a>",LACOSTE 42,05315.jpg,,Yachting France (FRA),,1991,Perkins,Diesel,50,159 L,,401 L,,,,,,,
Fin Keel,Fractional  Sloop,9.50 m,,1.81 m,41.90 m<sup>2</sup>,1.20 m,"1,730 kg",,29.64,,,Wood/FG,,1938,200,Henri Copponex,,1.52,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lacustre/pdf"">PDF</a>",LACUSTRE,05316.jpg,,,,,,,,,,,,,,,,,
Fin with rudder on skeg,Fractional  Sloop,12.10 m,9.48 m,2.51 m,43.76 m<sup>2</sup>,1.75 m,"4,700 kg","2,235 kg",15.91,47.56,153.77,FG,Lead,1976,200,Håkan Södergren,28.59,1.52,3.15,11.05 m,3.55 m,12.70 m,3.80 m,,,19.62 m<sup>2</sup>,24.14 m<sup>2</sup>,15.91,11.61 m,"<a class="""" href=""https://sailboatdata.com/sailboat/lady-helmsman/pdf"">PDF</a>",LADY HELMSMAN,05317.jpg,,Helmsman Yachts,MD7A,,Volvo Penta,Diesel,13,,,,,,,,,,
Fin with rudder on skeg,Fractional  Sloop,12.10 m,9.48 m,2.51 m,43.76 m<sup>2</sup>,1.75 m,"4,700 kg","2,235 kg",15.91,47.56,153.77,FG,Lead,1976,200,Håkan Södergren,28.59,1.52,3.15,11.05 m,3.55 m,12.70 m,3.80 m,,,19.62 m<sup>2</sup>,24.14 m<sup>2</sup>,15.91,11.61 m,"<a class="""" href=""https://sailboatdata.com/sailboat/lady-helmsman/pdf"">PDF</a>",LADY HELMSMAN,05318.jpg,,Helmsman Yachts,MD7A,,Volvo Penta,Diesel,13,,,,,,,,,,
Long keel w/trans. hung rudder,Fractional  Sloop,2.29 m,,0.91 m,7.34 m<sup>2</sup>,0.61 m,100 kg,,34.71,,,FG,,1977,25,Bolger,,1.99,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lady-slipper/pdf"">PDF</a>",LADY SLIPPER,05319.jpg,,Edey & Duff,,,,,,,,,,,,,,,
Long keel w/trans. hung rudder,Fractional  Sloop,2.29 m,,0.91 m,7.34 m<sup>2</sup>,0.61 m,100 kg,,34.71,,,FG,,1977,25,Bolger,,1.99,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lady-slipper/pdf"">PDF</a>",LADY SLIPPER,05320.jpg,,Edey & Duff,,,,,,,,,,,,,,,
Fin with rudder on skeg,Cutter,13.51 m,10.82 m,3.86 m,89.84 m<sup>2</sup>,1.93 m,"12,701 kg","5,130 kg",16.85,40.39,279.40,FG,,1978,56,Robert Perry,38.55,1.67,1.90,17.07 m,5.94 m,15.64 m,5.00 m,,,50.73 m<sup>2</sup>,39.08 m<sup>2</sup>,16.84,18.07 m,"<a class="""" href=""https://sailboatdata.com/sailboat/lafitte-44/pdf"">PDF</a>",LAFITTE 44,05321.jpg,,Lafitte Yachts/Chung Hwa Boatworks (TAIWAN),,1989,Lehman or Perkins,Diesel,60,416 L,,435 L,,,,,,,
Fin with rudder on skeg,Staysail Ketch,20.12 m,15.93 m,4.98 m,150.69 m<sup>2</sup>,2.06 m,"30,391 kg","8,759 kg",15.81,28.82,209.69,FG,,1982,1,Robert Perry,44.55,1.61,2.16,20.42 m,7.01 m,18.20 m,6.25 m,,,71.58 m<sup>2</sup>,56.85 m<sup>2</sup>,13.47,21.59 m,"<a class="""" href=""https://sailboatdata.com/sailboat/lafitte-66/pdf"">PDF</a>",LAFITTE 66,05322.jpg,,Lafitte Yachts/Chung Hwa Boatworks (TAIWAN),,,Perkins,Diesel,,,,,,,12.19 m,3.66 m,,,
Fin w/spade rudder,Fractional  Sloop,12.09 m,10.13 m,3.86 m,74.42 m<sup>2</sup>,2.18 m,"5,579 kg","3,039 kg",24.14,54.47,149.38,FG w/klegecell core,Lead,1984,,Joubert/Nivelt,18.37,2.20,4.32,14.65 m,4.29 m,15.62 m,5.49 m,,,31.45 m<sup>2</sup>,42.85 m<sup>2</sup>,24.10,15.27 m,"<a class="""" href=""https://sailboatdata.com/sailboat/lager-40/pdf"">PDF</a>",LAGER 40,05323.jpg,,Wiggers Custom Yachts,,,Universal,Diesel,30,,,,,,,,,,
Catamaran Twin Keel,Fractional  Sloop,10.52 m,10.13 m,4.80 m,57.60 m<sup>2</sup>,0.99 m,"5,501 kg",,18.86,,147.28,FG,,1995,11,Morrelli and Melvin,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-35/pdf"">PDF</a>",LAGOON 35,05324.jpg,,Jeanneau (FRA),1GM10,,Yanmar,Diesel twin,,136 L,,257 L,,0.65,,,,,
Catamaran Twin Keel,Fractional  Sloop,10.52 m,10.13 m,4.80 m,57.60 m<sup>2</sup>,0.99 m,"5,501 kg",,18.86,,147.28,FG,,1995,11,Morrelli and Melvin,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-35/pdf"">PDF</a>",LAGOON 35,05325.jpg,,Jeanneau (FRA),1GM10,,Yanmar,Diesel twin,,136 L,,257 L,,0.65,,,,,
Catamaran Twin Keel,Fractional  Sloop,11.20 m,10.16 m,6.10 m,77.95 m<sup>2</sup>,1.22 m,"5,367 kg",,25.94,,142.67,FG,,1991,41,Van Peteghem/Lauriot-Prevost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-37/pdf"">PDF</a>",LAGOON 37,05326.jpg,,Jeanneau (FRA)/TPI (USA),,1998,Yanmar/Perkins,Diesel X2,,197 L,,379 L,,0.77,,,,,
Catamaran Twin Keel,Fractional  Sloop,11.20 m,10.16 m,6.10 m,77.95 m<sup>2</sup>,1.22 m,"5,367 kg",,25.94,,142.67,FG,,1991,41,Van Peteghem/Lauriot-Prevost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-37/pdf"">PDF</a>",LAGOON 37,05327.jpg,,Jeanneau (FRA)/TPI (USA),,1998,Yanmar/Perkins,Diesel X2,,197 L,,379 L,,0.77,,,,,
Catamaran Twin Keel,Fractional  Sloop,11.55 m,11.00 m,6.53 m,77.02 m<sup>2</sup>,1.15 m,"7,260 kg",,20.96,,152.13,FG,,2000,760,Van Peteghem/Lauriot-Prevost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-380/pdf"">PDF</a>",LAGOON 380,05328.jpg,,Jeanneau (FRA),,,Yanmar or Volvo,Diesel X2,,200 L,,300 L,,0.68,,,,17.32 m,
Catamaran Twin Keel,Frac. Sloop (Rotating Spar),11.70 m,,6.79 m,75.90 m<sup>2</sup>,1.27 m,"11,672 kg",,15.06,,,FG,,2013,,Van Peteghem/Lauriot-Prevost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-39/pdf"">PDF</a>",LAGOON 39,05329.jpg,,Lagoon Catamaran,,,,Diesel X2,42,401 L,,598 L,,N/A,,,,18.41 m,
Catamaran Twin Keel,Fractional  Sloop,11.74 m,11.57 m,6.76 m,77.00 m<sup>2</sup>,1.35 m,"10,885 kg",,16.00,,195.85,Vacuum infused polyester with balsa core.,,2017,,VPLP Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-40/pdf"">PDF</a>",LAGOON 40,05330.jpg,,Lagoon,3YM30 Sail drive,,Yanmar,Diesel,2x 29,400 L,2.01 m,300 L,,0.57,,,,18.42 m,
Catamaran Twin Keel,Fractional  Sloop,11.74 m,11.57 m,6.76 m,77.00 m<sup>2</sup>,1.35 m,"10,885 kg",,16.00,,195.85,Vacuum infused polyester with balsa core.,,2017,,VPLP Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-40/pdf"">PDF</a>",LAGOON 40,05331.jpg,,Lagoon,3YM30 Sail drive,,Yanmar,Diesel,2x 29,400 L,2.01 m,300 L,,0.57,,,,18.42 m,
Catamaran Twin Keel,Fractional  Sloop,11.97 m,11.45 m,7.25 m,83.89 m<sup>2</sup>,1.21 m,"10,220 kg",,18.18,,189.67,FG,,2009,264,Van Petheghem/Lauriot-Prévost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-400/pdf"">PDF</a>",LAGOON 400,05332.jpg,,Lagoon,,2012,,Diesel X 2,,401 L,,299 L,,0.61,,,,20.30 m,
Catamaran Twin Keel,Fractional  Sloop,12.37 m,11.67 m,8.00 m,88.91 m<sup>2</sup>,1.20 m,"7,240 kg",,24.24,,126.93,FG,,1997,250,Van Petheghem/Lauriot-Prévost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-410/pdf"">PDF</a>",LAGOON 410,05333.jpg,,Beneteau (FRA),,2006,,Diesel X2,54,201 L,,45 L,,0.76,,,,18.29 m,
Catamaran Twin Keel,Fractional  Sloop,12.37 m,11.67 m,8.00 m,88.91 m<sup>2</sup>,1.20 m,"7,240 kg",,24.24,,126.93,FG,,1997,250,Van Petheghem/Lauriot-Prévost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-410/pdf"">PDF</a>",LAGOON 410,05334.jpg,,Beneteau (FRA),,2006,,Diesel X2,54,201 L,,45 L,,0.76,,,,18.29 m,
Catamaran Twin Keel,Fractional  Sloop,12.95 m,11.81 m,6.91 m,103.96 m<sup>2</sup>,1.35 m,"7,507 kg",,27.67,,126.98,FG,,1990,51,Van Peteghem/Lauriot-Prevost,,,3.70,14.80 m,4.20 m,15.30 m,4.20 m,,,31.08 m<sup>2</sup>,32.13 m<sup>2</sup>,16.83,15.39 m,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-42/pdf"">PDF</a>",LAGOON 42,05335.jpg,,Jeanneau (FRA)/TPI (USA),,1994,Yanmar or Perkins,Diesel X2,54,303 L,1.91 m,606 L,,0.81,,,,17.32 m,1.03
Catamaran Twin Keel,Fractional  Sloop,12.95 m,11.81 m,6.91 m,103.96 m<sup>2</sup>,1.35 m,"7,507 kg",,27.67,,126.98,FG,,1990,51,Van Peteghem/Lauriot-Prevost,,,3.70,14.80 m,4.20 m,15.30 m,4.20 m,,,31.08 m<sup>2</sup>,32.13 m<sup>2</sup>,16.83,15.39 m,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-42/pdf"">PDF</a>",LAGOON 42,05336.jpg,,Jeanneau (FRA)/TPI (USA),,1994,Yanmar or Perkins,Diesel X2,54,303 L,1.91 m,606 L,,0.81,,,,17.32 m,1.03
Catamaran Twin Keel,Fractional  Sloop,12.80 m,12.50 m,7.70 m,89.93 m<sup>2</sup>,1.24 m,"12,002 kg",,17.51,,171.39,FG,,2016,,Van Peteghem/Lauriot Prévost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-42-2/pdf"">PDF</a>",LAGOON 42-2,05337.jpg,,Lagoon Catamaran,4JH4,,Yanmar,Diesel X 2,90,299 L,,299 L,,0.61,,,,20.65 m,
Catamaran Twin Keel,Fractional  Sloop,12.60 m,12.29 m,7.49 m,75.16 m<sup>2</sup>,1.27 m,"7,276 kg",,20.43,,109.16,FG,,2007,270,Van Peteghem/Lauriot Prévost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-420/pdf"">PDF</a>",LAGOON 420,05338.jpg,,Lagoon Catamaran,,,,Diesel-Electric,,299 L,,348 L,,0.71,,,,,
Catamaran Twin Keel,Fractional  Sloop,13.61 m,12.75 m,7.70 m,79.90 m<sup>2</sup>,1.30 m,"12,150 kg",,15.43,,163.38,FG,,2004,423,Van Peteghem/Lauriot Prévost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-440/pdf"">PDF</a>",LAGOON 440,05339.jpg,,Lagoon Catamaran,,2010,Volvo Penta,Diesel X2,80,651 L,,901 L,,0.58,,,,21.40 m,
Catamaran Twin Keel,Fractional  Sloop,13.96 m,,7.87 m,129.88 m<sup>2</sup>,1.30 m,"15,003 kg",,21.80,,,FG,,2014,,Van Peteghem-Lauriot Prévost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-450/pdf"">PDF</a>",LAGOON 450,05340.jpg,,Lagoon,4JH45,,Yanmar,Diesel X 2,90,"1,041 L",,348 L,,N/A,,,,23.33 m,
Catamaran Twin Keel,Fractional  Sloop,13.99 m,13.87 m,7.96 m,123.00 m<sup>2</sup>,1.35 m,"15,770 kg",,19.97,,164.66,Vacuum infused polyester with balsa core,,2019,,VPLP Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-46/pdf"">PDF</a>",LAGOON 46,05341.jpg,,Lagoon,4JH45 Saildrive,,Yanmar,Diesel,2x 45,"1,040 L",1.98 m,600 L,,0.66,,,,23.21 m,
Catamaran Twin Keel,Fractional  Sloop,13.99 m,13.87 m,7.96 m,123.00 m<sup>2</sup>,1.35 m,"15,770 kg",,19.97,,164.66,Vacuum infused polyester with balsa core,,2019,,VPLP Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-46/pdf"">PDF</a>",LAGOON 46,05342.jpg,,Lagoon,4JH45 Saildrive,,Yanmar,Diesel,2x 45,"1,040 L",1.98 m,600 L,,0.66,,,,23.21 m,
Catamaran Twin Keel,Frac. Sloop (Rotating Spar),14.10 m,13.01 m,7.60 m,,1.09 m,"9,000 kg",,,,114.02,FG,,1992,,Van Peteghem & Lauriot Prévost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-47/pdf"">PDF</a>",LAGOON 47,05343.jpg,,Lagoon./Jeanneau,3JH3E,,Yanmar,Diesel X 2,80,,,,,N/A,,,,,
Catamaran Twin Keel,Fractional  Sloop,14.50 m,13.70 m,7.90 m,109.90 m<sup>2</sup>,1.35 m,"9,330 kg",,25.31,,101.11,FG,,1998,51,Van Peteghem & Lauriot Prévost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-470/pdf"">PDF</a>",LAGOON 470,05344.jpg,,Lagoon,,2005,,Diesel X2,80,481 L,,598 L,,0.80,,,,21.05 m,
Catamaran Twin Keel,Fractional  Sloop,14.75 m,14.31 m,8.10 m,144.00 m<sup>2</sup>,1.40 m,"19,956 kg",,19.99,,189.78,Vacuum infused polyester with balsa core,,2018,,VPLP design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-50/pdf"">PDF</a>",LAGOON 50,05345.jpg,,Lagoon,4JH57 Saildrive,,2x Yanmar,Diesel,2x 57,"1,040 L",2.49 m,480 L,,0.64,,,,26.51 m,
Catamaran Twin Keel,Fractional  Sloop,14.75 m,14.31 m,8.10 m,144.00 m<sup>2</sup>,1.40 m,"19,956 kg",,19.99,,189.78,Vacuum infused polyester with balsa core,,2018,,VPLP design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-50/pdf"">PDF</a>",LAGOON 50,05346.jpg,,Lagoon,4JH57 Saildrive,,2x Yanmar,Diesel,2x 57,"1,040 L",2.49 m,480 L,,0.64,,,,26.51 m,
Catamaran Twin Keel,Fractional  Sloop,15.54 m,14.94 m,8.53 m,110.83 m<sup>2</sup>,1.40 m,"17,603 kg",,16.72,,147.26,FG,,2005,150,Van Peteghem & Lauriot Prévost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-500/pdf"">PDF</a>",LAGOON 500,05347.jpg,,Lagoon,,2012,Yanmar,Diesel X2,150,961 L,,961 L,,0.61,,,,23.77 m,
Catamaran Twin Keel,Fractional  Sloop,15.35 m,14.31 m,8.10 m,148.00 m<sup>2</sup>,1.40 m,"19,914 kg",,20.57,,189.38,FG,,2022,,VPLP Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-51/pdf"">PDF</a>",LAGOON 51,05348.jpg,,Lagoon,4JH80,,Yanmar,Diesel; Saildrive,80,"1,040 L",,830 L,,0.65,,,,23.53 m,
Catamaran Twin Keel,Fractional  Sloop,15.85 m,,8.74 m,155.98 m<sup>2</sup>,1.55 m,"26,038 kg",,18.13,,,FG,,2011,,Van Peteghem & Prevost/Nauta Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-52/pdf"">PDF</a>",LAGOON 52,05349.jpg,,Lagoon,,,,Diesel X 2,,992 L,,958 L,,N/A,,,,27.97 m,
Catamaran Twin Keel,Fractional  Sloop,16.56 m,16.39 m,9.00 m,181.00 m<sup>2</sup>,1.55 m,"27,700 kg",,20.19,,175.37,Polyester with balsa core hull,,2021,,VPLP Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-55/pdf"">PDF</a>",LAGOON 55,05350.jpg,,Lagoon,4JH80,,Yanmar,Diesel; Saildrive,2x 80,"1,100 L",2.10 m,960 L,,0.65,,,,28.93 m,
Catamaran Twin Keel,Fractional  Sloop,16.56 m,16.39 m,9.00 m,181.00 m<sup>2</sup>,1.55 m,"27,700 kg",,20.19,,175.37,Polyester with balsa core hull,,2021,,VPLP Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-55/pdf"">PDF</a>",LAGOON 55,05351.jpg,,Lagoon,4JH80,,Yanmar,Diesel; Saildrive,2x 80,"1,100 L",2.10 m,960 L,,0.65,,,,28.93 m,
Catamaran Twin Keel,Fractional  Sloop,17.04 m,15.85 m,9.14 m,,1.40 m,"14,980 kg",,,,104.85,FG,,2000,,Van Peteghem/Lauriot-Prevost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-570/pdf"">PDF</a>",LAGOON 570,05352.jpg,,CNB,,2008,Yanmar,Diesel twin,,757 L,,"4,542 L",,N/A,,,,,
Catamaran Twin Keel,Fractional  Sloop,17.04 m,15.85 m,9.14 m,,1.40 m,"14,980 kg",,,,104.85,FG,,2000,,Van Peteghem/Lauriot-Prevost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-570/pdf"">PDF</a>",LAGOON 570,05353.jpg,,CNB,,2008,Yanmar,Diesel twin,,757 L,,"4,542 L",,N/A,,,,,
Catamaran Twin Keel,Frac. Sloop (Rotating Spar),18.91 m,18.20 m,10.00 m,236.90 m<sup>2</sup>,1.55 m,"32,240 kg",,23.89,,149.05,Foam Sand. /resin infusion,,2009,,Van Peteghem/Lauriot-Prevost,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-620/pdf"">PDF</a>",LAGOON 620,05354.jpg,,Lagoon,,,,Diesel X 2,,"1,298 L",,958 L,,0.73,,,,31.00 m,
Catamaran Twin Keel,Fractional  Sloop,23.84 m,23.05 m,11.00 m,335.29 m<sup>2</sup>,1.90 m,"63,348 kg",,21.56,,144.18,Vacuum infused polyester with balsa core,,2017,,VPLP Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-seventy-7/pdf"">PDF</a>",LAGOON SEVENTY 7,05355.jpg,,Lagoon,D4-175,,Volvo,Diesel,175,"2,800 L",,"1,600 L",,0.70,,,,38.20 m,
Catamaran Twin Keel,Fractional  Sloop,23.84 m,23.05 m,11.00 m,335.29 m<sup>2</sup>,1.90 m,"63,348 kg",,21.56,,144.18,Vacuum infused polyester with balsa core,,2017,,VPLP Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-seventy-7/pdf"">PDF</a>",LAGOON SEVENTY 7,05356.jpg,,Lagoon,D4-175,,Volvo,Diesel,175,"2,800 L",,"1,600 L",,0.70,,,,38.20 m,
Catamaran Twin Keel,Fractional  Sloop,20.55 m,19.30 m,10.00 m,268.00 m<sup>2</sup>,1.55 m,"40,000 kg",,23.41,,155.07,FG,,2019,,VPLP Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-sixty-5/pdf"">PDF</a>",LAGOON SIXTY 5,05357.jpg,,Lagoon,D3-150,,Volvo,Diesel,150 x 2,"1,300 L",,"1,000 L",,0.72,,,,33.92 m,
Fin w/transom hung rudder,Masthead Sloop,4.88 m,4.47 m,2.26 m,10.87 m<sup>2</sup>,0.74 m,454 kg,181 kg,18.75,40.00,141.40,FG,,1984,,W. Shad Turner,7.10,2.97,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/laguna-16/pdf"">PDF</a>",LAGUNA 16,05358.jpg,,Laguna Yachts (USA),,1987,,,,,,,,,,,,,
Fin w/transom hung rudder,Masthead Sloop,4.88 m,4.47 m,2.26 m,10.87 m<sup>2</sup>,0.74 m,454 kg,181 kg,18.75,40.00,141.40,FG,,1984,,W. Shad Turner,7.10,2.97,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/laguna-16/pdf"">PDF</a>",LAGUNA 16,05359.jpg,,Laguna Yachts (USA),,1987,,,,,,,,,,,,,
Fin w/transom hung rudder,Fractional  Sloop,5.49 m,4.47 m,2.44 m,14.07 m<sup>2</sup>,0.69 m,680 kg,227 kg,18.54,33.33,212.11,FG,,1983,,Shad Turner,9.27,2.80,2.74,6.40 m,2.01 m,6.10 m,2.51 m,,,6.42 m<sup>2</sup>,7.66 m<sup>2</sup>,18.55,6.71 m,"<a class="""" href=""https://sailboatdata.com/sailboat/laguna-18/pdf"">PDF</a>",LAGUNA 18,05360.jpg,,Laguna Yachts (USA),,1987,,,,,,,,,,,,,
Fin w/transom hung rudder,Fractional  Sloop,5.49 m,4.47 m,2.44 m,14.07 m<sup>2</sup>,0.69 m,680 kg,227 kg,18.54,33.33,212.11,FG,,1983,,Shad Turner,9.27,2.80,2.74,6.40 m,2.01 m,6.10 m,2.51 m,,,6.42 m<sup>2</sup>,7.66 m<sup>2</sup>,18.55,6.71 m,"<a class="""" href=""https://sailboatdata.com/sailboat/laguna-18/pdf"">PDF</a>",LAGUNA 18,05361.jpg,,Laguna Yachts (USA),,1987,,,,,,,,,,,,,
Fin w/transom hung rudder,Fractional  Sloop,6.58 m,5.79 m,2.44 m,19.14 m<sup>2</sup>,0.89 m,"1,034 kg",408 kg,19.07,39.47,148.40,FG,,1983,,Shad Turner,11.16,2.43,3.68,7.32 m,2.67 m,7.01 m,2.67 m,,,9.75 m<sup>2</sup>,9.35 m<sup>2</sup>,19.04,7.79 m,"<a class="""" href=""https://sailboatdata.com/sailboat/laguna-22/pdf"">PDF</a>",LAGUNA 22,05362.jpg,,Laguna Yachts (USA),,1987,,,,,,,,,,,,,
Fin w/transom hung rudder,Fractional  Sloop,6.58 m,5.79 m,2.44 m,19.14 m<sup>2</sup>,0.89 m,"1,034 kg",408 kg,19.07,39.47,148.40,FG,,1983,,Shad Turner,11.16,2.43,3.68,7.32 m,2.67 m,7.01 m,2.67 m,,,9.75 m<sup>2</sup>,9.35 m<sup>2</sup>,19.04,7.79 m,"<a class="""" href=""https://sailboatdata.com/sailboat/laguna-22/pdf"">PDF</a>",LAGUNA 22,05363.jpg,,Laguna Yachts (USA),,1987,,,,,,,,,,,,,
Fin w/transom hung rudder,Fractional  Sloop,7.19 m,6.10 m,2.54 m,20.44 m<sup>2</sup>,0.89 m,"1,179 kg",408 kg,18.66,34.62,145.09,FG,,1980,350,W. Shad Turner,11.32,2.43,3.68,7.32 m,2.67 m,7.01 m,3.05 m,,,9.75 m<sup>2</sup>,10.68 m<sup>2</sup>,18.66,7.79 m,"<a class="""" href=""https://sailboatdata.com/sailboat/laguna-24s/pdf"">PDF</a>",LAGUNA 24S,05364.jpg,,Laguna Yachts (USA),,1987,,,,,,,,,,,,,
Fin w/transom hung rudder,Masthead Sloop,7.19 m,6.10 m,2.54 m,23.32 m<sup>2</sup>,0.89 m,"1,270 kg",499 kg,20.27,39.29,156.25,FG,,1984,,W. Shad Turner,12.19,2.37,3.71,8.84 m,2.67 m,7.50 m,3.05 m,,,11.79 m<sup>2</sup>,11.43 m<sup>2</sup>,20.18,9.23 m,"<a class="""" href=""https://sailboatdata.com/sailboat/laguna-24st/pdf"">PDF</a>",LAGUNA 24ST,05365.jpg,,Laguna Yachts (USA),,,,,,,,,,,,,,,
