Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number,image_hash
22,30,6.98,6.38,2.22,24.0,1.14,1250.0,580.0,21.08,46.41,134.19,86,-1,1968.0,,876,14.06,2.08,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marina/pdf"">PDF</a>",3885,05795.jpg,,Marina-Werft (GER),,1980.0,,,,,,,,,,,,7.75,,fffffffcfcf13800
22,30,6.98,6.38,2.22,24.0,1.14,1250.0,580.0,21.08,46.41,134.19,86,-1,1968.0,,876,14.06,2.08,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marina/pdf"">PDF</a>",3885,05796.jpg,,Marina-Werft (GER),,1980.0,,,,,,,,,,,,7.75,,cfcfc7cbeb0101ff
40,30,7.72,6.45,2.5,20.0,1.1,2500.0,800.0,11.07,32.0,259.73,353,41,1975.0,,661,23.04,1.86,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marina-75-motorsailer/pdf"">PDF</a>",3886,05797.jpg,,Jutahela OY (FIN),,,,Diesel,12.0,75 L,,65 L,,,,,,,,000000ffffffffff
40,30,7.72,6.45,2.5,20.0,1.1,2500.0,800.0,11.07,32.0,259.73,353,41,1975.0,,661,23.04,1.86,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marina-75-motorsailer/pdf"">PDF</a>",3886,05798.jpg,,Jutahela OY (FIN),,,,Diesel,12.0,75 L,,65 L,,,,,,,,ff3f81c087c3e1f9
16,30,9.5,8.0,3.16,33.7,1.5,4600.0,2000.0,12.43,43.48,250.29,353,-1,1977.0,,2339,25.09,1.92,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marina-95/pdf"">PDF</a>",3887,05799.jpg,,Jutahela OY (FIN),,,,Diesel,23.0,100 L,,180 L,,,,,,,,ffffffff00040400
16,30,9.5,8.0,3.16,33.7,1.5,4600.0,2000.0,12.43,43.48,250.29,353,-1,1977.0,,2339,25.09,1.92,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marina-95/pdf"">PDF</a>",3887,05800.jpg,,Jutahela OY (FIN),,,,Diesel,23.0,100 L,,180 L,,,,,,,,ff9f83e18083c1e1
60,13,5.18,4.8,2.13,14.4,1.37,318.0,45.0,31.51,14.29,79.98,86,-1,1970.0,1600.0,1731,5.02,3.16,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-17-milne/pdf"">PDF</a>",3888,05801.jpg,0.23,Richmond Marine (UK),,,,,,,,,,,,,,,,f7e7e3f3f3c380e7
9,13,5.84,5.41,2.13,17.09,1.5,649.0,,23.24,,114.15,86,-1,1962.0,,1759,9.1,2.49,4.91,6.1,2.1,7.01,3.05,,,6.41,10.68,23.24,6.45,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-19-cb/pdf"">PDF</a>",3889,05802.jpg,0.25,Stuart Marine; O'day (USA),,,,,,,,,,,,,,,,
9,13,5.84,5.41,2.13,17.09,1.5,649.0,,23.24,,114.15,86,-1,1962.0,,1759,9.1,2.49,4.91,6.1,2.1,7.01,3.05,,,6.41,10.68,23.24,6.45,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-19-cb/pdf"">PDF</a>",3889,05803.jpg,0.25,Stuart Marine; O'day (USA),,,,,,,,,,,,,,,,
23,30,8.59,6.93,2.87,33.45,1.35,3379.0,1021.0,15.15,30.2,282.46,86,-1,1978.0,,1721,23.81,1.93,1.73,10.97,3.61,9.14,2.97,,,19.83,13.59,15.14,11.55,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-28-canning/pdf"">PDF</a>",3890,05804.jpg,,Mariner Yacht Co.,,1982.0,,,,,,,,,,,,,,f7e7ffff81838383
40,28,9.35,7.77,2.97,44.78,1.12,5216.0,2268.0,15.19,43.48,309.62,282,-1,1968.0,,307,31.64,1.73,1.31,10.44,3.89,9.07,3.63,,,20.28,16.47,12.47,11.14,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-31/pdf"">PDF</a>",3891,05805.jpg,,Far East Yachts (JAP),Atomic 4,,Universal,Gas,30.0,144 L,,151 L,,,5.49,2.92,,,,ffffffffffff0000
40,28,9.35,7.77,2.97,44.78,1.12,5216.0,2268.0,15.19,43.48,309.62,282,-1,1968.0,,307,31.64,1.73,1.31,10.44,3.89,9.07,3.63,,,20.28,16.47,12.47,11.14,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-31/pdf"">PDF</a>",3891,05806.jpg,,Far East Yachts (JAP),Atomic 4,,Universal,Gas,30.0,144 L,,151 L,,,5.49,2.92,,,,f7f7f7d700838383
40,28,9.7,7.82,3.05,46.27,1.12,5625.0,1814.0,14.93,32.26,327.26,282,-1,1970.0,,423,32.43,1.73,1.19,10.46,4.11,8.94,3.66,,,21.53,16.35,12.22,11.24,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-32/pdf"">PDF</a>",3892,05807.jpg,,Far East Yachts (JAP),,,Perkins,Diesel,,144 L,,151 L,,,5.74,2.92,,,,f3f3f3f3f7e70100
40,28,9.7,7.82,3.05,46.27,1.12,5625.0,1814.0,14.93,32.26,327.26,282,-1,1970.0,,423,32.43,1.73,1.19,10.46,4.11,8.94,3.66,,,21.53,16.35,12.22,11.24,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-32/pdf"">PDF</a>",3892,05808.jpg,,Far East Yachts (JAP),,,Perkins,Diesel,,144 L,,151 L,,,5.74,2.92,,,,ffff0001ffdffcff
40,28,10.52,8.15,3.12,64.1,1.52,9072.0,,15.04,,466.46,509,41,1964.0,,425,47.9,1.51,0.67,12.8,4.8,11.03,4.27,,,30.71,23.54,12.73,13.67,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-35-garden/pdf"">PDF</a>",3893,05809.jpg,,Far East Yachts (JAP),4-107,1970.0,Perkins,Diesel,,,,,,,7.01,2.8,,,,efe7efddfdbf0000
40,28,10.52,8.15,3.12,64.1,1.52,9072.0,,15.04,,466.46,509,41,1964.0,,425,47.9,1.51,0.67,12.8,4.8,11.03,4.27,,,30.71,23.54,12.73,13.67,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-35-garden/pdf"">PDF</a>",3893,05810.jpg,,Far East Yachts (JAP),4-107,1970.0,Perkins,Diesel,,,,,,,7.01,2.8,,,,ff018387ffc7109f
25,30,10.97,9.14,3.51,55.28,1.52,7257.0,2563.0,15.05,35.31,264.55,226,57,1978.0,84.0,1721,30.06,1.83,1.86,13.72,4.5,11.89,4.11,,,30.83,24.46,15.05,14.43,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-36-canning/pdf"">PDF</a>",3894,05811.jpg,,Mariner Yacht Co. (USA),,1983.0,Universal,Diesel,33.0,121 L,,394 L,,,,,,,,0fbfdfdf8f000000
25,30,10.97,9.14,3.51,55.28,1.52,7257.0,2563.0,15.05,35.31,264.55,226,57,1978.0,84.0,1721,30.06,1.83,1.86,13.72,4.5,11.89,4.11,,,30.83,24.46,15.05,14.43,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-36-canning/pdf"">PDF</a>",3894,05812.jpg,,Mariner Yacht Co. (USA),,1983.0,Universal,Diesel,33.0,121 L,,394 L,,,,,,,,f7f7f7f70001c3c3
40,28,10.92,8.51,3.35,64.85,1.52,9525.0,3402.0,14.73,35.71,430.75,86,-1,1972.0,,424,43.95,1.6,0.77,13.03,4.8,11.02,4.24,,,31.28,23.39,12.42,13.89,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-36-garden/pdf"">PDF</a>",3895,05813.jpg,,Far East Yachts,4-108,,Perkins,Diesel,50.0,265 L,,454 L,,,7.19,2.84,,,,ffffff0000780000
40,28,10.92,8.51,3.35,64.85,1.52,9525.0,3402.0,14.73,35.71,430.75,86,-1,1972.0,,424,43.95,1.6,0.77,13.03,4.8,11.02,4.24,,,31.28,23.39,12.42,13.89,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-36-garden/pdf"">PDF</a>",3895,05814.jpg,,Far East Yachts,4-108,,Perkins,Diesel,50.0,265 L,,454 L,,,7.19,2.84,,,,f7f7ff8383838383
25,35,11.48,9.19,3.53,53.98,1.52,8165.0,2495.0,13.59,30.56,292.91,86,57,1980.0,6.0,650,32.88,1.77,1.51,13.72,4.27,11.58,4.27,,,29.26,24.71,13.59,14.36,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-38-pilot-house/pdf"">PDF</a>",3896,05815.jpg,,Mariner Yacht Company (USA),4108.0,,Perkins,Diesel,50.0,333 L,,416 L,,,,,,,,f7f7b7f70081c3c3
25,9,11.84,10.46,3.61,69.21,1.83,8709.0,3810.0,16.69,43.75,211.85,86,-1,1981.0,30.0,1900,30.97,1.77,2.47,15.09,4.8,13.72,4.5,,,36.21,30.83,16.17,15.83,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-39-perry/pdf"">PDF</a>",3897,05816.jpg,,Trans World - Ta Shing,,,Mercedes,Diesel,50.0,208 L,,530 L,,,,,,,,f7f7f7f3c500c3c1
40,28,12.29,9.2,3.48,68.1,1.73,12020.0,4082.0,13.25,33.96,430.8,123,41,1965.0,,308,48.11,1.54,0.78,14.71,4.78,12.73,4.65,,,35.12,29.58,12.59,15.46,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-40-garden/pdf"">PDF</a>",3898,05817.jpg,,"Far East Yacht Builders, Inc - Ta Yang",,,Perkins,Diesel,,284 L,,454 L,,,8.0,3.3,,,,e4f4f6f67e380000
40,28,12.29,9.2,3.48,68.1,1.73,12020.0,4082.0,13.25,33.96,430.8,123,41,1965.0,,308,48.11,1.54,0.78,14.71,4.78,12.73,4.65,,,35.12,29.58,12.59,15.46,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-40-garden/pdf"">PDF</a>",3898,05818.jpg,,"Far East Yacht Builders, Inc - Ta Yang",,,Perkins,Diesel,,284 L,,454 L,,,8.0,3.3,,,,ffffd101831311c7
25,28,14.61,11.94,4.11,97.55,1.96,16783.0,4990.0,15.19,29.73,274.85,86,-1,1979.0,,807,42.74,1.62,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-48-stadel/pdf"">PDF</a>",3899,05819.jpg,,May Flower Yachts (TAIWAN),,,,,,,,,,,,,,,,ffff070008f8f0e0
25,28,14.61,11.94,4.11,97.55,1.96,16783.0,4990.0,15.19,29.73,274.85,86,-1,1979.0,,807,42.74,1.62,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mariner-48-stadel/pdf"">PDF</a>",3899,05820.jpg,,May Flower Yachts (TAIWAN),,,,,,,,,,,,,,,,ff8183ffc78183ff
34,30,7.01,6.1,2.41,21.74,1.55,1361.0,535.0,18.05,39.33,167.41,295,41,1979.0,,1273,14.09,2.2,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mark-23/pdf"">PDF</a>",3900,05821.jpg,0.66,Mark Marine Inc. (USA),,,,,,,,,,,,,,,,f7f7c781f78600ff
40,13,6.32,4.88,2.16,21.83,0.94,1293.0,635.0,18.75,49.12,310.63,566,91,1937.0,4.0,969,18.56,2.01,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marlin-herreshoff/pdf"">PDF</a>",3901,05822.jpg,,Herreshoff Mfg. Co. (USA),,1938.0,,,,,,,,,,,,,,fff7f3ffff008383
40,13,5.51,3.73,1.6,13.01,1.17,567.0,195.0,19.34,34.4,303.57,516,41,1937.0,,1759,15.14,1.95,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marlin-18-rhodes/pdf"">PDF</a>",3902,05823.jpg,,The Anchorage/Dyer (USA),,,,,,,,,,,,,,,,f7e7d3d3f3008187
40,30,7.01,5.16,2.19,24.06,0.99,1361.0,635.0,19.97,46.67,276.49,86,-1,1958.0,160.0,969,17.89,1.99,2.17,8.53,2.59,7.74,3.35,,,11.06,12.98,19.95,8.92,"<a class="""" href=""https://sailboatdata.com/sailboat/marlin-23-herreshoff/pdf"">PDF</a>",3903,05824.jpg,,Cape Cod Shipbuilding (USA),,,Palmer,Gas,19.0,,,,,,,,,,,efcdcdccace9009f
19,2,9.86,9.04,3.61,53.98,1.65,5377.0,1533.0,17.94,28.51,202.82,86,-1,2015.0,,835,22.36,2.08,,10.9,3.43,1.11,11.11,14.19,,18.69,6.16,8.26,11.43,"<a class="""" href=""https://sailboatdata.com/sailboat/marlow-hunter-31/pdf"">PDF</a>",3904,05825.jpg,,Marlow Hunter (USA),,,,Diesel,20.0,79 L,,189 L,,,,,,,,ffff7ffffc01000c
5,13,17.07,15.93,8.1,160.26,1.37,12247.0,,30.79,,84.5,86,-1,1992.0,,1161,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marquises-56/pdf"">PDF</a>",3905,05826.jpg,,Fountaine Pajot,,2003.0,,Diesel (twin),96.0,598 L,,"1,200 L",,0.91,,,,21.92,,18183e1c7cfe1000
5,13,17.07,15.93,8.1,160.26,1.37,12247.0,,30.79,,84.5,86,-1,1992.0,,1161,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marquises-56/pdf"">PDF</a>",3905,05827.jpg,,Fountaine Pajot,,2003.0,,Diesel (twin),96.0,598 L,,"1,200 L",,0.91,,,,21.92,,cb8983c7c78381c3
9,-1,5.28,4.95,1.91,14.4,0.99,295.0,,33.1,,67.62,86,-1,1981.0,,1838,5.27,2.89,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marsh-hen/pdf"">PDF</a>",3906,05828.jpg,0.15,Florida Bay Boat Co. (USA),,1987.0,,,,,,,,,,,,,,fffff7e10121c381
34,21,6.76,6.5,3.1,34.19,1.58,2567.0,386.0,18.59,15.02,260.37,86,-1,1965.0,,256,18.43,2.29,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marshall-22-cat/pdf"">PDF</a>",3907,05829.jpg,0.61,The Marshall Company (USA),,,,,,,,,,,,,,,,fffffffbff620000
34,21,6.76,6.5,3.1,34.19,1.58,2567.0,386.0,18.59,15.02,260.37,86,-1,1965.0,,256,18.43,2.29,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marshall-22-cat/pdf"">PDF</a>",3907,05830.jpg,0.61,The Marshall Company (USA),,,,,,,,,,,,,,,,dfbfbfbfbf3f0181
34,23,6.76,6.5,3.1,38.09,1.58,2567.0,386.0,20.72,15.02,260.37,86,-1,1965.0,,256,18.43,2.29,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marshall-22-sloop/pdf"">PDF</a>",3908,05831.jpg,0.61,The Marshall Company (USA),,,,,,,,,,,,,,,,dfbfbfbfbf3f0181
34,23,8.08,7.62,3.58,54.81,1.65,4536.0,544.0,20.41,12.0,285.71,86,57,1972.0,,256,22.82,2.19,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marshall-26/pdf"">PDF</a>",3909,05832.jpg,0.76,The Marshall Company (USA),30.0,,Westerbeke,Diesel,,,,,,,,,,,,dfcfc7c7f3ff0101
36,13,15.0,15.0,4.17,,3.6,9500.0,4600.0,,48.42,78.46,43,57,2006.0,15.0,1834,20.19,1.99,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marten-49/pdf"">PDF</a>",3910,05833.jpg,2.5,Azzura Marine (NZ),4JH4-TCE,2009.0,Yanmar,Diesel,75.0,170 L,,280 L,,,,,,,,303030307cf88000
36,13,4.88,4.88,1.32,9.29,1.01,331.0,150.0,19.77,45.21,79.56,86,57,1995.0,110.0,552,9.99,1.93,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/martin-16/pdf"">PDF</a>",3911,05834.jpg,0.41,Martin,,,,,,,,,,,,,,,,ffdf18183c3cff93
36,13,4.88,4.88,1.32,9.29,1.01,331.0,150.0,19.77,45.21,79.56,86,57,1995.0,110.0,552,9.99,1.93,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/martin-16/pdf"">PDF</a>",3911,05835.jpg,0.41,Martin,,,,,,,,,,,,,,,,cfcfdfdb0b00e6c0
23,13,7.37,5.87,2.44,26.01,1.45,1134.0,422.0,24.38,37.2,156.46,86,91,1980.0,350.0,552,11.68,2.36,4.21,8.38,2.21,9.14,3.66,,,9.26,16.72,24.35,8.67,"<a class="""" href=""https://sailboatdata.com/sailboat/martin-242/pdf"">PDF</a>",3912,05836.jpg,,Martin Yachts (CAN)/MG Marine (USA),,,,,,,,,,,,,,,,ffffffffff0e0000
23,13,7.37,5.87,2.44,26.01,1.45,1134.0,422.0,24.38,37.2,156.46,86,91,1980.0,350.0,552,11.68,2.36,4.21,8.38,2.21,9.14,3.66,,,9.26,16.72,24.35,8.67,"<a class="""" href=""https://sailboatdata.com/sailboat/martin-242/pdf"">PDF</a>",3912,05837.jpg,,Martin Yachts (CAN)/MG Marine (USA),,,,,,,,,,,,,,,,f7f7e3d3018260ff
36,13,7.32,7.32,2.51,41.81,1.75,658.0,195.0,56.32,29.66,46.83,86,-1,1998.0,14.0,552,5.62,2.92,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/martin-243/pdf"">PDF</a>",3913,05838.jpg,,Martin Yachts (CAN),,,,,,,,,,,,,,,,3f7ffffe1c382040
36,13,7.32,7.32,2.51,41.81,1.75,658.0,195.0,56.32,29.66,46.83,86,-1,1998.0,14.0,552,5.62,2.92,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/martin-243/pdf"">PDF</a>",3913,05839.jpg,,Martin Yachts (CAN),,,,,,,,,,,,,,,,cfcf8fa7e78701ff
23,30,8.71,6.86,2.82,33.63,1.45,2812.0,1134.0,17.21,40.32,242.99,86,-1,1972.0,,552,20.35,2.02,2.23,10.97,3.47,9.6,2.9,,,19.06,13.9,16.87,11.51,"<a class="""" href=""https://sailboatdata.com/sailboat/martin-29/pdf"">PDF</a>",3914,05840.jpg,,Cooper Enterprises Ltd. (CAN),MD6A,,Volvo,Diesel,12.0,45 L,,91 L,,,,,,11.89,,fff6a0fefe004030
23,30,9.98,8.08,2.83,46.82,1.86,3629.0,1814.0,20.22,50.0,191.91,86,57,1979.0,28.0,552,22.34,1.86,3.18,12.95,4.02,11.34,3.66,,,26.06,20.74,20.21,13.56,"<a class="""" href=""https://sailboatdata.com/sailboat/martin-32/pdf"">PDF</a>",3915,05841.jpg,,Martin Yachts (CAN),MD7A,1981.0,Volvo,Diesel,,,,,,,,,,,,ffff9f8f8f0c0c00
16,30,9.1,7.1,2.95,,1.4,4200.0,1900.0,,45.24,327.2,86,-1,1988.0,,1680,27.54,1.85,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mascot-910/pdf"">PDF</a>",3916,05842.jpg,,Mascot Boats (DEN),,,Volvo Penta,Diesel,37.0,159 L,,159 L,,,,,,,,ffffff9c1f4e1c00
40,30,10.29,7.75,3.3,55.93,1.52,6472.0,2413.0,16.43,37.28,387.81,86,-1,1984.0,20.0,33,33.08,1.79,1.17,13.66,4.45,11.67,4.5,,,30.38,26.24,16.64,14.36,"<a class="""" href=""https://sailboatdata.com/sailboat/mason-33/pdf"">PDF</a>",3917,05843.jpg,,Ta Shing Yacht Building (TAIWAN),35C,1989.0,Westerbeke,Diesel,35.0,,,,,,,,,,,ffffffdfc3018301
16,9,13.36,9.53,3.73,71.63,1.91,11340.0,3810.0,14.49,33.6,365.71,86,-1,1978.0,180.0,33,39.21,1.68,1.3,16.0,5.43,14.11,5.64,,,43.41,39.79,16.83,16.9,"<a class="""" href=""https://sailboatdata.com/sailboat/mason-43/pdf"">PDF</a>",3918,05844.jpg,,Ta Shing Yacht Building (TAIWAN),4-108,1985.0,Perkins,Diesel,50.0,606 L,,776 L,,,,,,,,0f0f0a1e7c7c9c38
16,9,13.36,9.53,3.73,71.63,1.91,11340.0,3810.0,14.49,33.6,365.71,86,-1,1978.0,180.0,33,39.21,1.68,1.3,16.0,5.43,14.11,5.64,,,43.41,39.79,16.83,16.9,"<a class="""" href=""https://sailboatdata.com/sailboat/mason-43/pdf"">PDF</a>",3918,05845.jpg,,Ta Shing Yacht Building (TAIWAN),4-108,1985.0,Perkins,Diesel,50.0,606 L,,776 L,,,,,,,,ffffffcb81818383
40,28,13.39,9.68,3.73,85.56,1.91,12428.0,4264.0,16.28,34.31,382.18,86,-1,1985.0,,34,42.52,1.63,1.03,15.54,5.43,13.35,4.42,,,42.17,29.5,13.64,16.46,"<a class="""" href=""https://sailboatdata.com/sailboat/mason-44/pdf"">PDF</a>",3919,05846.jpg,,Ta Shing Yacht Building (TAIWAN),4108.0,,Perkins,Diesel,50.0,,,,,,8.38,3.32,,,,f7f7f7f3f70101c3
16,9,16.31,12.12,4.52,113.16,2.09,17509.0,6514.0,17.14,37.2,274.36,86,-1,1982.0,,33,37.48,1.76,1.97,18.24,6.4,16.2,6.78,,,58.37,54.89,17.15,19.33,"<a class="""" href=""https://sailboatdata.com/sailboat/mason-53/pdf"">PDF</a>",3920,05847.jpg,,Ta Shing Yacht Buildling (TAIWAN),,1989.0,,,,,,,,,,,,,,ffffffffbd8183c3
40,35,19.38,14.23,5.03,147.9,2.13,29211.0,6804.0,15.93,23.29,282.83,86,57,1988.0,,1504,46.01,1.65,1.5,19.51,6.45,16.97,6.5,,,62.94,55.16,12.72,20.55,"<a class="""" href=""https://sailboatdata.com/sailboat/mason-63/pdf"">PDF</a>",3921,05848.jpg,,Ta Shing Yacht Buildling (TAIWAN),,,,,,,,,,,12.5,4.78,,,,fffdfdfdfd010000
40,35,19.38,14.23,5.03,147.9,2.13,29211.0,6804.0,15.93,23.29,282.83,86,57,1988.0,,1504,46.01,1.65,1.5,19.51,6.45,16.97,6.5,,,62.94,55.16,12.72,20.55,"<a class="""" href=""https://sailboatdata.com/sailboat/mason-63/pdf"">PDF</a>",3921,05849.jpg,,Ta Shing Yacht Buildling (TAIWAN),,,,,,,,,,,12.5,4.78,,,,fff3b3b3008183c3
19,13,10.15,8.75,3.22,57.04,2.1,4250.0,2150.0,22.18,50.59,176.76,86,57,2010.0,,1559,20.84,2.01,3.62,13.6,3.82,13.4,4.63,4.56,,25.97,31.02,22.16,14.13,"<a class="""" href=""https://sailboatdata.com/sailboat/mat-1010/pdf"">PDF</a>",3922,05850.jpg,,M.A.T.,3YM30C,,Yanmar,Diesel,30.0,57 L,,98 L,,,,,,,,fdfdffffff784000
19,13,10.15,8.75,3.22,57.04,2.1,4250.0,2150.0,22.18,50.59,176.76,86,57,2010.0,,1559,20.84,2.01,3.62,13.6,3.82,13.4,4.63,4.56,,25.97,31.02,22.16,14.13,"<a class="""" href=""https://sailboatdata.com/sailboat/mat-1010/pdf"">PDF</a>",3922,05851.jpg,,M.A.T.,3YM30C,,Yanmar,Diesel,30.0,57 L,,98 L,,,,,,,,f7f7fff7a60701c3
19,13,12.45,10.8,3.75,79.25,2.55,7140.0,3625.0,21.81,50.77,158.01,86,57,2006.0,,1559,23.21,1.97,3.9,12.98,4.8,16.56,5.87,5.5,17.65,31.15,48.61,21.95,13.84,"<a class="""" href=""https://sailboatdata.com/sailboat/mat-12/pdf"">PDF</a>",3923,05852.jpg,,M.A.T.,,,Yanmar,Diesel,40.0,136 L,,201 L,,,,,,,,fffffffe70780000
19,13,12.45,10.8,3.75,79.25,2.55,7140.0,3625.0,21.81,50.77,158.01,86,57,2006.0,,1559,23.21,1.97,3.9,12.98,4.8,16.56,5.87,5.5,17.65,31.15,48.61,21.95,13.84,"<a class="""" href=""https://sailboatdata.com/sailboat/mat-12/pdf"">PDF</a>",3923,05853.jpg,,M.A.T.,,,Yanmar,Diesel,40.0,136 L,,201 L,,,,,,,,fff7fff787ef0181
36,30,5.94,4.98,2.41,16.44,1.27,703.0,136.0,21.19,19.35,158.9,86,-1,1971.0,,1906,8.8,2.74,3.79,7.16,2.44,6.34,2.44,,,8.73,7.73,21.21,7.57,"<a class="""" href=""https://sailboatdata.com/sailboat/matilda-20/pdf"">PDF</a>",3924,05854.jpg,0.23,Ouyang Boat Works (CAN),,,,,,,,,,,,,,,,ffffff1810487800
36,30,5.94,4.98,2.41,16.44,1.27,703.0,136.0,21.19,19.35,158.9,86,-1,1971.0,,1906,8.8,2.74,3.79,7.16,2.44,6.34,2.44,,,8.73,7.73,21.21,7.57,"<a class="""" href=""https://sailboatdata.com/sailboat/matilda-20/pdf"">PDF</a>",3924,05855.jpg,0.23,Ouyang Boat Works (CAN),,,,,,,,,,,,,,,,efcfefff0081c1c6
51,30,6.86,5.54,2.51,25.08,1.58,2087.0,862.0,15.66,41.3,342.33,86,-1,1971.0,,1906,21.96,1.99,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/matilda-23/pdf"">PDF</a>",3925,05856.jpg,0.61,Ouyang Boat Works (CAN),,,,,,,,38 L,,,,,,,,f7ffe7c300e3e1c1
40,13,7.8,6.83,2.59,28.06,0.81,3175.0,862.0,13.25,27.14,277.3,509,-1,1933.0,,2246,26.76,1.78,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/matthews-sailor/pdf"">PDF</a>",3926,05857.jpg,,The Matthews Co. (USA),,,,,,,,,,,,,,,,fff7f7f3f3fb0000
16,9,13.18,9.91,3.96,,1.8,12193.0,3556.0,,29.17,349.26,332,-1,1969.0,,280,38.23,1.74,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mauritius-43/pdf"">PDF</a>",3927,05858.jpg,,Many,,,,,,,,,,,,,,,,fff3f1b184818781
5,13,11.68,10.5,7.4,,0.8,8500.0,,,,204.61,86,-1,2010.0,,1755,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/maverick-400/pdf"">PDF</a>",3928,05859.jpg,,Maverick Yachts (South Africa),,,,Diesel X 2,,799 L,,999 L,,,,,,,,ffe3f3ffe7f58000
5,13,13.3,12.3,7.45,111.0,1.0,12550.0,,20.98,,188.02,86,-1,2013.0,,1755,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/maverick-440/pdf"">PDF</a>",3929,05860.jpg,,Maverick Yachts (South Africa),,,Yanmar,Diesel; Saildrive,2x 30,800 L,,"1,000 L",,0.66,,,,20.1,,fec6de7f42b8a000
5,13,13.3,12.3,7.45,111.0,1.0,12550.0,,20.98,,188.02,86,-1,2013.0,,1755,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/maverick-440/pdf"">PDF</a>",3929,05861.jpg,,Maverick Yachts (South Africa),,,Yanmar,Diesel; Saildrive,2x 30,800 L,,"1,000 L",,0.66,,,,20.1,,c3c0c3c38383cb83
5,13,13.6,13.28,7.3,98.4,1.16,7700.0,,25.75,,91.63,86,-1,2020.0,,-1,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/max-cruise-44sc/pdf"">PDF</a>",3930,05862.jpg,,Max Cruise Marine (VNM),,,,Diesel,2x 30,,,,,0.82,,,0.8,,,0009efc7c7c7c5ff
